#------------------------------------------------- WARNING --------------------------------------------|||||||||||||
# |||||||||||||
# The data you have obtained from this automated Natural Resources Conservation Service |||||||||||||
# database are subject to revision regardless of indicated Quality Assurance level. |||||||||||||
# Data are released on condition that neither the NRCS nor the United States Government |||||||||||||
# may be held liable for any damages resulting from its use. |||||||||||||
# |||||||||||||
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor |||||||||||||
# conversion equation and varies through the output range. Solutions are in development. |||||||||||||
# For more information go to Air Temperature Bias Correction. |||||||||||||
# |||||||||||||
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf|||||||||||||
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/|||||||||||||
# |||||||||||||
# Support Contact: usdafpacbc@servicenowservices.com|||||||||||||
# |||||||||||||
#------------------------------------------------------------------------------------------------------|||||||||||||
# |||||||||||||
# Reporting Frequency: Daily|||||||||||||
# Date Range: Period of Record|||||||||||||
# Report Instantaneous Data As: Start of Day|||||||||||||
#|||||||||||||
# Data for the following site(s) are contained in this file:|||||||||||||
#|||||||||||||
"#	SNOTEL 1177: Prudhoe Bay"| AK||||||||||||
2011|17|0.3|1|1.5|1.9|2.7|3.8|4|4.4|4.5|4.8|5.3|6.1
2011|18|0.3|1.1|1.5|1.9|2.7|3.8|4.1|4.4|4.5|4.8|5.3|6.2
2011|19|0.3|1.1|1.6|1.9|2.7|3.8|4.1|4.4|4.5|4.9|5.3|6.3
2011|20|0.3|1.2|1.6|1.9|2.7|3.8|4.1|4.4|4.5|4.9|5.3|6.3
2011|21|0.4|1.3|1.6|1.9|2.7|3.8|4.1|4.4|4.5|4.9|5.3|6.3
2011|22|0.4|1.3|1.7|1.9|2.7|3.8|4.1|4.4|4.5|5|5.3|6.3
2011|23|0.4|1.4|1.7|1.9|2.8|3.8|4.1|4.4|4.5|5.1|5.3|6.3
2011|24|0.4|1.4|1.7|1.9|3|3.8|4.1|4.4|4.5|5.1|5.3|6.3
2011|25|0.5|1.4|1.7|1.9|3|3.8|4.2|4.4|4.5|5.2|5.3|6.4
2011|26|0.6|1.4|1.7|1.9|3|3.8|4.2|4.4|4.5|5.2|5.3|6.4
2011|27|0.6|1.4|1.8|1.9|3.4|3.8|4.2|4.4|4.5|5.2|5.3|6.4
2011|28|0.6|1.4|1.8|1.9|3.5|3.8|4.2|4.4|4.7|5.2|5.3|6.5
2011|29|0.6|1.4|1.8|1.9||3.8|4.2|4.4|4.7|5.2|5.3|6.5
2011|30|0.6|1.4|1.8|1.9||3.8|4.2|4.4|4.7|5.2|5.3|6.5
2011|31|0.8||1.8|1.9||3.8||4.4||5.2|5.3|
2012|1|0|0.5|0.8|1.5|2|2.6|3|3.7|4.3|4.3|5.3|7.5
2012|2|0|0.6|0.8|1.5|2|2.6|3|3.8|4.3|4.3|5.3|7.5
2012|3|0.1|0.6|0.8|1.6|2|2.6|3|3.9|4.3|4.3|5.3|7.5
2012|4|0.1|0.6|0.8|1.6|2.2|2.6|3.1|3.9|4.3|4.3|5.4|7.6
2012|5|0.1|0.6|1|1.6|2.4|2.6|3.1|4|4.3|4.3|5.4|7.6
2012|6|0.1|0.6|1|1.6|2.4|2.6|3.1|4|4.3|4.3|5.4|7.7
2012|7|0.1|0.6|1|1.7|2.4|2.6|3.1|4.1|4.3|4.3|5.6|7.8
2012|8|0.1|0.6|1|1.8|2.4|2.6|3.2|4.1|4.3|4.3|5.6|7.9
2012|9|0.1|0.6|1.1|1.8|2.4|2.6|3.2|4.1|4.3|4.3|6.8|7.9
2012|10|0.2|0.6|1.1|1.8|2.4|2.6|3.2|4.1|4.3|4.3|6.8|7.9
2012|11|0.2|0.6|1.1|1.8|2.4|2.6|3.2|4.1|4.3|4.3|7|7.9
2012|12|0.2|0.6|1.2|1.8|2.5|2.8|3.2|4.1|4.3|4.3|7|7.9
2012|13|0.2|0.6|1.2|1.8|2.5|2.8|3.2|4.1|4.3|4.3|7|7.9
2012|14|0.2|0.6|1.2|1.8|2.5|2.8|3.2|4.1|4.3|4.3|7|7.9
2012|15|0.3|0.6|1.2|1.8|2.5|2.8|3.2|4.2|4.3|4.5|7|7.9
2012|16|0.3|0.7|1.2|1.8|2.5|2.9|3.3|4.2|4.3|4.5|7|7.9
2012|17|0.3|0.7|1.2|1.8|2.5|2.9|3.3|4.2|4.3|4.5|7|7.9
2012|18|0.3|0.7|1.2|2|2.5|2.9|3.3|4.2|4.3|4.6|7|7.9
2012|19|0.3|0.7|1.2|2|2.5|2.9|3.3|4.2|4.3|4.6|7|7.9
2012|20|0.3|0.7|1.2|2|2.5|2.9|3.4|4.2|4.3|4.6|7|7.9
2012|21|0.3|0.7|1.3|2|2.5|3|3.4|4.2|4.3|4.6|7|7.9
2012|22|0.3|0.7|1.3|2|2.5|3|3.4|4.2|4.3|4.7|7.3|8.1
2012|23|0.3|0.7|1.3|2|2.5|3|3.4|4.2|4.3|4.7|7.3|8.1
2012|24|0.3|0.7|1.3|2|2.6|3|3.4|4.2|4.3|4.7|7.3|8.1
2012|25|0.4|0.8|1.3|2|2.6|3|3.5|4.2|4.3|4.7|7.3|8.3
2012|26|0.4|0.8|1.3|2|2.6|3|3.6|4.2|4.3|4.7|7.3|8.2
2012|27|0.4|0.8|1.4|2|2.6|3|3.6|4.2|4.3|4.7|7.3|8.3
2012|28|0.4|0.8|1.4|2|2.6|3|3.6|4.3|4.3|5.1|7.3|8.7
2012|29|0.5|0.8|1.4|2|2.6|3|3.6|4.3|4.3|5.2|7.3|8.7
2012|30|0.5|0.8|1.4|2||3|3.6|4.3|4.3|5.2|7.4|8.9
2012|31|0.5||1.4|2||3||4.3||5.3|7.5|
2013|1|0|1|1.4|1.6|1.8|1.8|2.1|3.8|4.5|5.1|6.4|7.4
2013|2|0|1.1|1.4|1.6|1.8|1.8|2.1|3.8|4.5|5.1|6.4|7.4
2013|3|0|1.1|1.4|1.6|1.8|1.8|2.1|3.8|4.5|5.1|6.4|7.4
2013|4|0|1.1|1.4|1.6|1.8|1.8|2.1|3.8|4.5|5.1|6.4|7.6
2013|5|0|1.2|1.4|1.6|1.8|1.8|2.1|3.8|4.5|5.1|6.4|7.6
2013|6|0|1.2|1.4|1.6|1.8|1.8|2.1|3.8|4.6|5.1|6.4|7.7
2013|7|0|1.2|1.4|1.6|1.8|1.8|2.1|3.9|4.6|5.1|6.4|7.7
2013|8|0|1.2|1.4|1.6|1.8|1.8|2.1|3.9|4.6|5.1|6.4|7.7
2013|9|0|1.2|1.4|1.6|1.8|1.8|2.1|3.9|4.6|5.1|6.4|7.7
2013|10|0.1|1.2|1.6|1.6|1.8|1.9|2.1|3.9|4.8|5.3|6.4|7.7
2013|11|0.1|1.2|1.6|1.6|1.8|1.9|2.6|3.9|4.8|5.3|6.4|7.7
2013|12|0.1|1.2|1.6|1.6|1.8|1.9|2.6|3.9|4.8|5.3|6.4|7.7
2013|13|0.2|1.2|1.6|1.6|1.8|1.9|3.1|3.9|4.8|5.3|6.4|7.8
2013|14|0.2|1.2|1.6|1.6|1.8|1.9|3.1|3.9|4.8|5.3|6.5|7.8
2013|15|0.3|1.3|1.6|1.6|1.8|1.9|3.1|4.2|4.8|5.3|6.5|7.9
2013|16|0.3|1.3|1.6|1.7|1.8|1.9|3.1|4.2|5|5.3|6.6|7.9
2013|17|0.4|1.3|1.6|1.7|1.8|1.9|3.1|4.2|5|5.3|6.8|8
2013|18|0.8|1.3|1.6|1.7|1.8|1.9|3.1|4.2|5|5.3|6.8|8
2013|19|0.8|1.3|1.6|1.8|1.8|1.9|3.1|4.4|5|5.3|6.8|8.1
2013|20|0.8|1.4|1.6|1.8|1.8|1.9|3.1|4.4|5.1|5.3|6.8|8.2
2013|21|0.8|1.4|1.6|1.8|1.8|1.9|3.1|4.4|5.1|5.3|6.8|8.5
2013|22|0.8|1.4|1.6|1.8|1.8|1.9|3.1|4.4|5.1|5.3|6.8|8.6
2013|23|0.8|1.4|1.6|1.8|1.8|1.9|3.1|4.4|5.1|5.3|6.8|8.6
2013|24|0.9|1.4|1.6|1.8|1.8|1.9|3.1|4.4|5.1|5.6|6.9|8.6
2013|25|0.9|1.4|1.6|1.8|1.8|1.9|3.6|4.4|5.1|5.6|6.9|8.6
2013|26|0.9|1.4|1.6|1.8|1.8|2|3.6|4.4|5.1|5.8|6.9|8.6
2013|27|0.9|1.4|1.6|1.8|1.8|2|3.6|4.4|5.1|5.8|6.9|8.7
2013|28|0.9|1.4|1.6|1.8|1.8|2|3.6|4.5|5.1|6|6.9|8.7
2013|29|0.9|1.4|1.6|1.8||2.1|3.6|4.5|5.1|6|6.9|8.8
2013|30|0.9|1.4|1.6|1.8||2.1|3.8|4.5|5.1|6.1|6.9|8.9
2013|31|1||1.6|1.8||2.1||4.5||6.2|7.3|
2014|1|0|0.3|0.9|2|2.1|2.3|3.4|3.7|4.7|5.3|6.3|7.4
2014|2|0|0.3|0.9|2|2.1|2.3|3.4|3.7|4.8|5.3|6.4|7.5
2014|3|0|0.3|0.9|2|2.1|2.3|3.4|3.7|4.8|5.3|6.5|7.6
2014|4|0.1|0.3|1|2|2.1|2.3|3.4|3.7|4.8|5.3|6.5|7.7
2014|5|0.1|0.4|1|2|2.1|2.3|3.4|3.7|4.8|5.3|6.5|7.9
2014|6|0.1|0.4|1|2|2.1|2.3|3.4|3.7|5|5.3|6.5|7.9
2014|7|0.1|0.4|1|2|2.1|2.3|3.4|3.7|5|5.3|6.5|7.9
2014|8|0.1|0.4|1.8|2|2.1|2.3|3.5|3.7|5.2|5.3|6.5|7.9
2014|9|0.1|0.4|1.8|2|2.1|2.3|3.5|3.7|5.2|5.3|6.6|7.9
2014|10|0.1|0.6|1.8|2|2.1|2.3|3.5|3.7|5.2|5.3|6.6|7.9
2014|11|0.1|0.6|1.8|2|2.1|2.3|3.6|3.7|5.2|5.3|6.6|8
2014|12|0.2|0.6|1.8|2|2.1|2.3|3.6|3.7|5.2|5.3|6.6|8
2014|13|0.2|0.6|1.8|2|2.1|2.3|3.6|3.7|5.2|5.3|6.6|8
2014|14|0.2|0.6|1.8|2|2.1|2.3|3.6|3.9|5.2|5.5|6.6|8
2014|15|0.2|0.6|1.8|2|2.1|2.3|3.6|4|5.2|5.5|6.6|8
2014|16|0.2|0.7|1.8|2|2.1|2.3|3.6|4.1|5.2|5.5|6.6|8.1
2014|17|0.2|0.7|1.8|2|2.1|2.3|3.6|4.2|5.2|5.5|6.6|8.1
2014|18|0.2|0.7|1.8|2|2.1|2.3|3.6|4.3|5.2|5.7|6.6|8.1
2014|19|0.2|0.7|1.8|2.1|2.1|2.3|3.6|4.3|5.2|5.9|6.6|8.3
2014|20|0.2|0.7|1.8|2.1|2.1|2.3|3.6|4.3|5.2|5.9|6.6|8.3
2014|21|0.2|0.8|1.9|2.1|2.1|3.4|3.6|4.3|5.2|5.9|6.6|8.4
2014|22|0.2|0.8|1.9|2.1|2.1|3.4|3.7|4.3|5.2|6.1|6.6|8.5
2014|23|0.2|0.8|1.9|2.1|2.1|3.4|3.7|4.5|5.2|6.1|6.6|8.5
2014|24|0.2|0.8|1.9|2.1|2.2|3.4|3.7|4.5|5.2|6.1|6.6|8.5
2014|25|0.2|0.8|1.9|2.1|2.3|3.4|3.7|4.5|5.2|6.2|6.6|8.5
2014|26|0.2|0.8|1.9|2.1|2.3|3.4|3.7|4.5|5.3|6.3|6.6|8.5
2014|27|0.2|0.8|1.9|2.1|2.3|3.4|3.7|4.6|5.3|6.3|6.6|8.5
2014|28|0.2|0.8|1.9|2.1|2.3|3.4|3.7|4.6|5.3|6.3|6.6|8.5
2014|29|0.3|0.9|1.9|2.1||3.4|3.7|4.6|5.3|6.3|6.8|8.5
2014|30|0.3|0.9|1.9|2.1||3.4|3.7|4.7|5.3|6.3|7.4|8.5
2014|31|0.3||1.9|2.1||3.4||4.7||6.3|7.4|
2015|1|0|0.8|0.9|1|1|2.2|2.7|3.6|3.6|3.9|4|6.4
2015|2|0.1|0.8|0.9|1|1|2.2|2.7|3.6|3.6|3.9|4|6.4
2015|3|0.1|0.8|0.9|1|1|2.2|2.7|3.6|3.8|3.9|4.3|6.4
2015|4|0.2|0.8|0.9|1|1|2.4|2.7|3.6|3.8|3.9|4.5|6.4
2015|5|0.2|0.8|0.9|1|1|2.4|2.7|3.6|3.8|3.9|4.6|6.4
2015|6|0.2|0.8|0.9|1|1|2.4|2.7|3.6|3.8|3.9|4.6|6.4
2015|7|0.2|0.8|0.9|1|1|2.4|2.7|3.6|3.8|3.9|4.6|6.4
2015|8|0.2|0.8|0.9|1|1|2.4|2.8|3.6|3.8|3.9|4.6|6.4
2015|9|0.3|0.8|0.9|1|1.1|2.4|2.8|3.6|3.8|3.9|4.7|6.4
2015|10|0.5|0.8|0.9|1|1.1|2.4|2.8|3.6|3.8|3.9|4.8|6.4
2015|11|0.5|0.8|0.9|1|1.1|2.4|2.9|3.6|3.8|3.9|5.3|6.4
2015|12|0.5|0.8|0.9|1|1.1|2.4|3|3.6|3.9|3.9|5.3|6.5
2015|13|0.6|0.8|1|1|1.1|2.4|3|3.6|3.9|4|5.3|6.6
2015|14|0.6|0.8|1|1|1.1|2.4|3.1|3.6|3.9|4|5.4|6.6
2015|15|0.6|0.8|1|1|1.1|2.4|3.1|3.6|3.9|4|5.5|6.7
2015|16|0.6|0.8|1|1|1.1|2.4|3.1|3.6|3.9|4|5.5|6.7
2015|17|0.6|0.8|1|1|1.1|2.4|3.1|3.6|3.9|4|5.5|6.7
2015|18|0.7|0.8|1|1|1.5|2.4|3.1|3.6|3.9|4|5.6|6.7
2015|19|0.7|0.9|1|1|1.5|2.4|3.1|3.6|3.9|4|5.7|6.7
2015|20|0.7|0.9|1|1|1.6|2.5|3.2|3.6|3.9|4|5.7|6.7
2015|21|0.7|0.9|1|1|1.6|2.5|3.2|3.6|3.9|4|5.7|6.7
2015|22|0.7|0.9|1|1|1.8|2.5|3.5|3.6|3.9|4|5.7|6.7
2015|23|0.8|0.9|1|1|1.8|2.5|3.5|3.6|3.9|4|5.7|6.8
2015|24|0.8|0.9|1|1|2|2.5|3.5|3.6|3.9|4|5.7|6.8
2015|25|0.8|0.9|1|1|2|2.5|3.6|3.6|3.9|4|5.7|6.8
2015|26|0.8|0.9|1|1|2|2.5|3.6|3.6|3.9|4|5.9|6.8
2015|27|0.8|0.9|1|1|2.2|2.5|3.6|3.6|3.9|4|6.1|6.8
2015|28|0.8|0.9|1|1|2.2|2.5|3.6|3.6|3.9|4|6.2|6.9
2015|29|0.8|0.9|1|1||2.6|3.6|3.6|3.9|4|6.3|6.9
2015|30|0.8|0.9|1|1||2.7|3.6|3.6|3.9|4|6.3|6.9
2015|31|0.8||1|1||2.7||3.6||4|6.3|
2016|1|0|0.4|0.7|1.1|1.5|1.8|2.3|2.8|3.2|4.2|5|6.6
2016|2|0.1|0.4|0.7|1.4|1.5|1.8|2.3|2.8|3.2|4.2|5|6.6
2016|3|0.1|0.4|0.7|1.4|1.5|1.8|2.3|2.8|3.2|4.2|5.1|6.6
2016|4|0.2|0.4|0.7|1.4|1.5|1.8|2.3|2.8|3.2|4.2|5.1|6.7
2016|5|0.2|0.4|0.7|1.5|1.5|1.8|2.3|2.8|3.3|4.2|5.1|6.7
2016|6|0.2|0.4|0.7|1.5|1.6|1.8|2.3|2.8|3.5|4.2|5.1|6.8
2016|7|0.2|0.4|0.7|1.5|1.6|1.8|2.6|2.8|3.5|4.2|5.1|6.8
2016|8|0.2|0.5|0.7|1.5|1.6|1.8|2.6|2.8|3.5|4.2|5.1|7
2016|9|0.2|0.5|0.7|1.5|1.6|1.8|2.6|2.8|3.5|4.2|5.1|7
2016|10|0.2|0.5|0.7|1.5|1.6|1.8|2.6|2.8|3.6|4.2|5.3|7
2016|11|0.2|0.5|0.7|1.5|1.6|1.8|2.6|2.8|3.6|4.2|5.3|7.2
2016|12|0.2|0.5|0.7|1.5|1.6|1.9|2.6|2.8|3.6|4.2|5.3|7.2
2016|13|0.2|0.5|0.7|1.5|1.8|2|2.6|2.8|3.6|4.2|5.3|7.2
2016|14|0.2|0.5|0.7|1.5|1.8|2|2.6|2.8|3.6|4.2|5.3|7.2
2016|15|0.2|0.5|0.7|1.5|1.8|2|2.6|2.8|3.6|4.2|5.3|7.2
2016|16|0.2|0.5|0.7|1.5|1.8|2|2.6|2.8|3.6|4.2|5.3|7.2
2016|17|0.3|0.6|0.8|1.5|1.8|2|2.6|2.8|3.6|4.2|5.3|7.2
2016|18|0.3|0.6|0.8|1.5|1.8|2|2.6|2.8|3.6|4.2|5.3|7.2
2016|19|0.3|0.6|0.8|1.5|1.8|2|2.6|2.8|3.6|4.2|5.3|7.2
2016|20|0.3|0.6|0.8|1.5|1.8|2|2.7|2.8|3.7|4.4|5.9|7.3
2016|21|0.3|0.6|0.8|1.5|1.8|2|2.7|2.8|3.7|4.4|6.3|7.3
2016|22|0.3|0.6|0.8|1.5|1.8|2|2.7|2.8|4.1|4.4|6.5|7.3
2016|23|0.3|0.6|0.8|1.5|1.8|2|2.7|3|4.1|4.4|6.5|7.4
2016|24|0.3|0.7|0.8|1.5|1.8|2|2.7|3|4.1|4.4|6.5|7.8
2016|25|0.3|0.7|0.8|1.5|1.8|2|2.7|3.1|4.1|4.4|6.5|7.8
2016|26|0.3|0.7|0.8|1.5|1.8|2.1|2.8|3.2|4.1|4.4|6.5|7.8
2016|27|0.3|0.7|0.8|1.5|1.8|2.2|2.8|3.2|4.1|4.4|6.5|7.8
2016|28|0.4|0.7|0.8|1.5|1.8|2.3|2.8|3.2|4.1|4.4|6.5|7.8
2016|29|0.4|0.7|0.8|1.5|1.8|2.3|2.8|3.2|4.1|4.9|6.5|7.9
2016|30|0.4|0.7|0.8|1.5||2.3|2.8|3.2|4.1|5|6.6|8
2016|31|0.4||1.1|1.5||2.3||3.2||5|6.6|
2017|1|0|0.4|0.8|1.4|1.9|2.8|3.5|3.9|4.2|4.3|4.9|7.7
2017|2|0|0.4|0.8|1.4|1.9|2.9|3.5|3.9|4.2|4.3|4.9|7.7
2017|3|0|0.4|0.8|1.4|1.9|2.9|3.5|3.9|4.2|4.3|4.9|7.8
2017|4|0|0.4|0.8|1.4|1.9|3|3.5|3.9|4.2|4.3|5.1|8
2017|5|0.1|0.4|0.8|1.4|1.9|3.1|3.6|3.9|4.2|4.3|5.1|8.1
2017|6|0.1|0.4|0.8|1.4|1.9|3.2|3.7|4|4.2|4.3|5.3|8.1
2017|7|0.1|0.4|0.8|1.4|1.9|3.2|3.7|4|4.2|4.3|5.3|8.6
2017|8|0.2|0.4|0.8|1.4|1.9|3.2|3.8|4|4.2|4.3|5.3|8.7
2017|9|0.2|0.6|0.8|1.4|1.9|3.2|3.8|4|4.2|4.3|5.4|8.8
2017|10|0.2|0.6|0.8|1.4|1.9|3.2|3.8|4.1|4.2|4.3|5.5|8.8
2017|11|0.2|0.7|0.8|1.4|2|3.2|3.8|4.1|4.2|4.3|5.5|8.8
2017|12|0.2|0.7|0.8|1.4|2|3.4|3.8|4.1|4.2|4.3|5.6|8.8
2017|13|0.2|0.7|0.8|1.4|2|3.4|3.8|4.1|4.2|4.3|5.7|8.8
2017|14|0.2|0.7|0.8|1.5|2|3.4|3.8|4.2|4.2|4.3|5.8|8.8
2017|15|0.2|0.7|0.8|1.5|2|3.4|3.8|4.2|4.2|4.3|6.4|8.9
2017|16|0.2|0.7|0.8|1.5|2.1|3.4|3.8|4.2|4.2|4.3|6.4|8.9
2017|17|0.2|0.7|0.9|1.5|2.2|3.4|3.8|4.2|4.2|4.3|6.4|8.9
2017|18|0.2|0.7|0.9|1.6|2.2|3.4|3.8|4.2|4.2|4.3|6.4|9
2017|19|0.2|0.7|0.9|1.6|2.2|3.4|3.8|4.2|4.2|4.3|6.5|9
2017|20|0.2|0.7|0.9|1.7|2.3|3.4|3.8|4.2|4.2|4.3|6.5|9.2
2017|21|0.2|0.7|1|1.7|2.3|3.4|3.8|4.2|4.2|4.4|6.5|9.3
2017|22|0.2|0.7|1|1.7|2.3|3.4|3.8|4.2|4.2|4.4|6.5|9.3
2017|23|0.3|0.7|1.1|1.7|2.3|3.4|3.8|4.2|4.2|4.5|6.5|9.3
2017|24|0.3|0.7|1.2|1.7|2.4|3.4|3.8|4.2|4.2|4.8|6.8|9.3
2017|25|0.3|0.7|1.2|1.7|2.5|3.4|3.8|4.2|4.2|4.8|6.9|9.3
2017|26|0.3|0.7|1.2|1.7|2.6|3.4|3.8|4.2|4.2|4.9|6.9|9.4
2017|27|0.3|0.8|1.2|1.7|2.6|3.4|3.9|4.2|4.2|4.9|7|9.4
2017|28|0.3|0.8|1.2|1.8|2.6|3.5|3.9|4.2|4.3|4.9|7.3|9.4
2017|29|0.3|0.8|1.2|1.8||3.5|3.9|4.2|4.3|4.9|7.6|9.4
2017|30|0.4|0.8|1.4|1.8||3.5|3.9|4.2|4.3|4.9|7.6|9.4
2017|31|0.4||1.4|1.9||3.5||4.2||4.9|7.7|
2018|1|0|1|1.7|2.3|3.1|4.2|4.5|4.9|5|5.2|7.1|9
2018|2|0.1|1|1.7|2.3|3.1|4.2|4.8|4.9|5|5.2|7.2|9.1
2018|3|0.2|1|1.7|2.4|3.1|4.2|4.8|4.9|5|5.2|7.2|9.1
2018|4|0.2|1|1.7|2.4|3.1|4.2|4.8|4.9|5|5.2|7.2|9.3
2018|5|0.2|1.1|1.7|2.4|3.1|4.2|4.9|5|5|5.2|7.3|9.3
2018|6|0.2|1.2|1.7|2.4|3.1|4.2|4.9|5|5|5.3|7.3|9.4
2018|7|0.3|1.2|1.7|2.4|3.1|4.2|4.9|5|5|5.3|7.4|9.7
2018|8|0.4|1.2|1.8|2.4|3.2|4.2|4.9|5|5|5.3|7.4|9.7
2018|9|0.6|1.2|1.8|2.4|3.2|4.3|4.9|5|5|5.4|7.4|9.7
2018|10|0.6|1.2|1.8|2.4|3.2|4.3|4.9|5|5|5.4|7.4|9.7
2018|11|0.6|1.2|1.8|2.4|3.5|4.3|4.9|5|5|5.4|7.4|9.7
2018|12|0.6|1.2|1.8|2.5|3.6|4.3|4.9|5|5|5.4|7.4|9.8
2018|13|0.7|1.3|1.8|2.5|3.6|4.3|4.9|5|5|5.4|7.4|9.8
2018|14|0.7|1.3|1.8|2.5|3.8|4.3|4.9|5|5|5.4|7.4|9.9
2018|15|0.7|1.3|1.9|2.7|4|4.3|4.9|5|5.2|5.4|7.4|9.9
2018|16|0.7|1.3|1.9|2.7|4|4.3|4.9|5|5.2|5.9|7.4|9.9
2018|17|0.7|1.3|2|2.7|4|4.3|4.9|5|5.2|6.2|8.1|9.9
2018|18|0.8|1.3|2|2.8|4|4.3|4.9|5|5.2|6.3|8.2|10.1
2018|19|0.8|1.4|2|2.8|4|4.4|4.9|5|5.2|6.3|8.2|10.1
2018|20|0.9|1.4|2.1|2.8|4|4.5|4.9|5|5.2|6.4|8.2|10.1
2018|21|0.9|1.4|2.1|2.9|4|4.5|4.9|5|5.2|6.4|8.3|10.1
2018|22|0.9|1.4|2.1|3|4|4.5|4.9|5|5.2|6.4|8.3|10.1
2018|23|0.9|1.4|2.1|3|4|4.5|4.9|5|5.2|6.4|8.3|10.1
2018|24|1|1.5|2.1|3|4|4.5|4.9|5|5.2|6.4|8.3|10.1
2018|25|1|1.5|2.1|3|4|4.5|4.9|5|5.2|6.4|8.3|10.1
2018|26|1|1.7|2.1|3|4|4.5|4.9|5|5.2|6.5|8.3|10.1
2018|27|1|1.7|2.1|3|4.1|4.5|4.9|5|5.2|6.6|8.3|10.1
2018|28|1|1.7|2.1|3|4.2|4.5|4.9|5|5.2|6.7|8.3|10.1
2018|29|1|1.7|2.2|3||4.5|4.9|5|5.2|7|8.3|10.1
2018|30|1|1.7|2.2|3.1||4.5|4.9|5|5.2|7|8.4|10.1
2018|31|1||2.2|3.1||4.5||5||7|8.5|
2019|1|0|0.6|1.5|1.6|2.1|2.5|2.9|3.2|3.3|3.8|4.9|8
2019|2|0|0.6|1.5|1.6|2.1|2.5|2.9|3.2|3.3|3.8|4.9|8
2019|3|0|0.6|1.5|1.6|2.2|2.5|3|3.2|3.3|3.8|5|8
2019|4|0|0.6|1.5|1.6|2.2|2.5|3|3.2|3.3|3.8|5.2|8
2019|5|0|0.7|1.5|1.6|2.2|2.5|3|3.2|3.3|3.8|5.3|8
2019|6|0.1|0.7|1.5|1.6|2.2|2.5|3|3.2|3.3|3.8|5.4|8
2019|7|0.1|0.7|1.6|1.6|2.4|2.5|3|3.2|3.3|3.8|5.4|8
2019|8|0.1|0.7|1.6|1.6|2.4|2.5|3|3.2|3.3|3.8|5.4|8
2019|9|0.1|0.7|1.6|1.6|2.4|2.5|3|3.2|3.3|3.9|5.5|8
2019|10|0.1|0.7|1.6|1.6|2.4|2.5|3|3.2|3.3|3.9|5.5|8
2019|11|0.1|0.7|1.6|1.6|2.4|2.6|3|3.2|3.3|3.9|5.6|8
2019|12|0.1|0.7|1.6|1.6|2.5|2.8|3|3.2|3.3|3.9|5.7|8.1
2019|13|0.1|0.7|1.6|1.6|2.5|2.8|3.1|3.2|3.3|3.9|5.7|8.1
2019|14|0.1|0.8|1.6|1.6|2.5|2.8|3.1|3.2|3.4|3.9|6.1|8.1
2019|15|0.1|0.8|1.6|1.7|2.5|2.8|3.1|3.2|3.4|3.9|6.4|8.1
2019|16|0.1|0.8|1.6|1.7|2.5|2.8|3.1|3.2|3.4|4.1|6.4|8.2
2019|17|0.1|0.8|1.6|1.7|2.5|2.8|3.1|3.2|3.5|4.1|6.4|8.2
2019|18|0.2|0.8|1.6|1.7|2.5|2.8|3.2|3.2|3.5|4.3|6.4|8.3
2019|19|0.2|0.8|1.6|1.7|2.5|2.8|3.2|3.2|3.5|4.3|6.4|8.4
2019|20|0.2|0.8|1.6|1.7|2.5|2.8|3.2|3.2|3.5|4.3|6.5|8.4
2019|21|0.2|0.8|1.6|1.7|2.5|2.8|3.2|3.2|3.5|4.5|6.6|8.4
2019|22|0.2|0.8|1.6|1.7|2.5|2.8|3.2|3.2|3.5|4.6|6.6|8.6
2019|23|0.2|0.9|1.6|1.7|2.5|2.8|3.2|3.2|3.5|4.6|6.6|8.8
2019|24|0.3|1|1.6|1.7|2.5|2.8|3.2|3.2|3.5|4.6|6.7|8.8
2019|25|0.3|1|1.6|1.7|2.5|2.8|3.2|3.2|3.6|4.7|6.9|8.8
2019|26|0.3|1|1.6|1.7|2.5|2.8|3.2|3.2|3.6|4.7|7.2|8.8
2019|27|0.3|1|1.6|2.1|2.5|2.8|3.2|3.2|3.6|4.7|7.6|8.8
2019|28|0.4|1.5|1.6|2.1|2.5|2.8|3.2|3.2|3.6|4.8|8|8.8
2019|29|0.5|1.5|1.6|2.1||2.8|3.2|3.2|3.7|4.8|8|8.8
2019|30|0.6|1.5|1.6|2.1||2.8|3.2|3.3|3.8|4.8|8|8.8
2019|31|0.6||1.6|2.1||2.8||3.3||4.8|8|
2020|1|0|0.6|1.4|1.9|2.2|3|3|3.6|3.6|3.8|4.6|5.3
2020|2|0.1|0.6|1.5|1.9|2.2|3|3|3.6|3.6|3.8|4.6|5.3
2020|3|0.1|0.6|1.5|1.9|2.3|3|3|3.6|3.6|3.8|4.7|5.3
2020|4|0.1|0.7|1.5|2|2.4|3|3|3.6|3.6|3.8|5.1|5.3
2020|5|0.1|0.7|1.5|2.1|2.4|3|3|3.6|3.6|3.8|5.1|5.4
2020|6|0.2|0.7|1.5|2.1|2.4|3|3|3.6|3.6|3.8|5.1|5.6
2020|7|0.2|0.8|1.5|2.1|2.5|3|3|3.6|3.6|3.8|5.1|5.6
