#------------------------------------------------- WARNING --------------------------------------------|||||||||||||
# |||||||||||||
# The data you have obtained from this automated Natural Resources Conservation Service |||||||||||||
# database are subject to revision regardless of indicated Quality Assurance level. |||||||||||||
# Data are released on condition that neither the NRCS nor the United States Government |||||||||||||
# may be held liable for any damages resulting from its use. |||||||||||||
# |||||||||||||
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor |||||||||||||
# conversion equation and varies through the output range. Solutions are in development. |||||||||||||
# For more information go to Air Temperature Bias Correction. |||||||||||||
# |||||||||||||
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf|||||||||||||
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/|||||||||||||
# |||||||||||||
# Support Contact: usdafpacbc@servicenowservices.com|||||||||||||
# |||||||||||||
#------------------------------------------------------------------------------------------------------|||||||||||||
# |||||||||||||
# Reporting Frequency: Daily|||||||||||||
# Date Range: Period of Record|||||||||||||
#|||||||||||||
# Data for the following site(s) are contained in this file:|||||||||||||
#|||||||||||||
#|||||||||||||
# |||||||||||||
# Data items provided in this file:|||||||||||||
#|||||||||||||
# Element Name             Value Type  Function Type  Function Duration  Base Data  Measurement Units   Sensor Depth  Element Code  Description                                              |||||||||||||
# Air Temperature Maximum  Value       None           Day                N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency  |||||||||||||
# |||||||||||||
# Quality Control flags included:|||||||||||||
#|||||||||||||
# Flag    Name                Description|||||||||||||
#  V      Valid               Validated Data|||||||||||||
#  N      No Profile          No profile for automated validation|||||||||||||
#  E      Edit                Edit| minor adjustment for sensor noise||||||||||||
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets|||||||||||||
#  K      Estimate            Estimate|||||||||||||
#  X      External Estimate   External estimate|||||||||||||
#  S      Suspect             Suspect data|||||||||||||
# |||||||||||||
# Quality Assurance flags included:|||||||||||||
#|||||||||||||
# Flag    Name                Description|||||||||||||
#  U      Unknown             Unknown|||||||||||||
#  R      Raw                 No Human Review|||||||||||||
#  P      Provisional         Preliminary Human Review|||||||||||||
#  A      Approved            Processing and Final Review Completed|||||||||||||
# |||||||||||||
#------------------------------------------------------------------------------------------------------|||||||||||||
# |||||||||||||
# Prudhoe Bay (1177) |||||||||||||
# Alaska  SNOTEL Site - 30 ft|||||||||||||
# Reporting Frequency: Daily; Date Range: Period of Record|||||||||||||
#|||||||||||||
# As of: Oct 11|2024| 11:48:19 AM GMT-08:00|||||||||||
#|||||||||||||
Water Year|Day|Oct|Nov|Dec|Jan|Feb|Mar|Apr|May|Jun|Jul|Aug|Sep
2011|26|25.9|11.1|-38|-22.9|-5.8|7.3|13.8|43|50|46|46.6|34.2
2011|27|26.4|10|-39.1|-19.3|-15.7|3.7|19.6|41|57|50.9|46.8|34.3
2011|28|25.5|12.7|-45.4|-12.3|-10.7|6.1|14.2|37.4|44.4|68.7|46.8|34.2
2011|29|27|1.9|-34.8|-0.8||5.4|15.4|43.3|37.8|64.8|50.4|33.4
2011|30|27.7|-5.8|-30.3|4.3||5.4|16.2|44.8|45.3|54.5|54.3|31.5
2011|31|25.2||-17.7|-0.6||-0.9||37.9||57.6|55.6|
2012|1|32.9|26.8|-12.8|-24.3|-45.2|-26.1|-6.3|25.5|36.7|52.5|53.6|44.4
2012|2|32.7|26.8|-7.1|-13.9|-20.4|-35.1|-4.9|23.4|34.3|51.8|49.8|42.6
2012|3|33.6|23.4|-0.9|-17|-18.6|-33.3|-8|10.8|36.5|48.4|56.5|44.8
2012|4|30.4|22.5|11.7|-7.8|-6.2|-30.1|8.6|12.7|35.2|49.1|57.4|50.2
2012|5|32.2|16|21.6|-7.1|18.7|-26.9|-0.2|9.5|35.4|51.4|66|56.7
2012|6|34.2|6.6|-4.2|-15.3|3.6|-20.6|10.2|12.2|35.2|51.3|52.9|46
2012|7|32.7|12.7|2.7|-15.2|1.2|-16.8|16.7|18|36.7|51.8|50.5|39.2
2012|8|30.4|12|10.8|-20.9|-1.1|-19.8|2.5|20.5|37.6|50|58.5|38.8
2012|9|33.1|8.4|13.1|-20.4|6.3|-24.5|10.8|24.8|40.8|61.5|61|39.4
2012|10|32.4|12.9|20.7|-16.2|12|-22.9|16.3|27.1|41|52|50.2|39.9
2012|11|31.5|11.1|15.4|-9|11.7|-5.4|10.9|29.8|40.5|57.9|43.5|39.7
2012|12|30|1.6|10.9|-25.6|0.5|1.2|9.1|32.2|37.6|61.5|54.7|43.9
2012|13|27.3|0|-8.9|-19.3|2.8|-24.2|14.4|30.6|41.4|63.7|57.2|43.2
2012|14|31.8|0|-18.2|-15|7|-24.5|16.5|30|44.2|57.6|52.2|41.4
2012|15|32.4|7.9|-22.7|-21.5|0.3|-31.7|19.4|33.6|57.7|53.8|60.4|40.8
2012|16|32.5|4.3|-16.2|-11.9|9.7|-27|18.5|31.1|59.2|60.6|64.6|40.8
2012|17|32.4|5|-11.6|-17.3|-2.7|-33.5|21.6|40.8|47.1|52|66.4|55.8
2012|18|31.6|-4.9|-7.8|10.4|1.4|-29.9|19.4|34.7|71.4|53.2|68.7|49.8
2012|19|31.5|-1.5|-16.2|1.9|1.4|-27.8|21.9|33.8|70.5|59.7|65.5|51.3
2012|20|30.4|-1.1|-22.7|2.3|-3.6|-27.8|13.3|44.6|68.4|57.7|68|51.1
2012|21|23.7|-13|-18.2|0.1|-4|-16.2|11.5|34.9|65.7|44.8|54.3|45.1
2012|22|29.1|-11.4|-23.4|-27.8|-5.6|-10.8|11.1|34.3|66.6|61.7|58.5|42.4
2012|23|26.4|-25.4|-24|-47.2|-9.8|-14.6|14.4|34.9|62.6|75.7|51.6|50
2012|24|21.7|-19.8|-21.8|-50.3|-16.8|-13.4|16.3|34.3|44.1|67.1|62.6|44.8
2012|25|25.2|-14.6|-21.8|-47|-31|-11.9|19|31.5|47.5|64.4|58.6|39.9
2012|26|25.2|-28.3|-22.7|-41.6|-26|-10.8|32.2|33.6|47.8|61|55.4|36.3
2012|27|24.6|-18.9|-20.2|-31.5|-35.9|-13.4|19.9|30.7|47.8|68|45.9|38.5
2012|28|23.2|-9.9|-16.8|-27.2|-39.3|-9.6|18|30.7|50.5|66.6|45.7|40.5
2012|29|23.2|-18.8|-21.6|-20.4|-37.1|-13.5|19.2|32.2|47.8|75.9|53.4|35.6
2012|30|11.8|-18.8|-20.2|-24.2||-7.2|16|38.5|50.2|61.9|46.8|37.6
2012|31|22.1||-20.9|-47.9||-5.3||35.2||55.8|42.6|
2013|1|39|24.3|3.9|-2|-16.6|-4.2|4.8|4.5|41.7|51.8|70.9|42.1
2013|2|43.2|23.7|1.9|-2|-11.7|-15.2|-3.5|9.3|49.1|44.1|66.9|38.1
2013|3|44.6|8.8|3.2|3.4|-9.8|-18.9|-1.5|19|39|67.8|68.5|39.2
2013|4|40.6|3.2|2.3|7.7|-18.6|-11.6|-1.1|14.7|28.8|60.1|70.3|37.9
2013|5|46|-5.6|3.6|0.3|-29.9|-6|-9.8|7.3|29.8|59.5|59.5|37.6
2013|6|43|12.6|2.8|-8.1|-39.3|-4.7|-14.6|27|35.1|57.7|46.8|53.8
2013|7|39.9|19.8|-3.8|-16.1|-39.8|0.1|-20.4|27.7|39.2|46.8|66.6|38.8
2013|8|33.6|16.3|-11.6|-4.5|-31.4|7.5|-10.8|29.8|40.6|41.2|62.4|36.1
2013|9|32.9|21|-9|-6.5|-18.9|12|-1.8|34.7|48.4|43|52.2|39.9
2013|10|30.7|23.2|-36.9|-18.8|-11.2|3.9|2.3|35.4|47.5|42.6|64.6|46
2013|11|30|21.6|-26.9|-15.7|-14.3|0.3|-0.9|35.8|56.1|43.9|64.8|47.3
2013|12|29.8|17.1|-24.9|-9.6|-13.4|8.4|-0.2|33.1|61.3|44.4|64|42.6
2013|13|28.2|11.7|-33.9|5|-11.9|-12.1|6.6|22.1|61.2|48.9|56.1|49.8
2013|14|17.1|4.1|-38.9|3|-13.7|-2.6|-0.9|16|72.7|50.7|43.9|39.7
2013|15|22.8|9.9|-33.9|-4.5|-14.6|6.4|6.1|21.9|60.3|51.1|47.1|33.4
2013|16|24.6|10.8|-21.1|-13.7|-13.7|9.9|5.4|37.8|53.8|65.1|45.9|31.3
2013|17|32.9|0.9|-6|-27.2|-17.7|2.8|6.3|26.2|47.7|57|49.3|33.6
2013|18|32.5|8.4|-3.6|-18|-40.4|-9.6|5.4|18.3|48.7|61|45|33.8
2013|19|23.5|7.3|-16.2|-18.9|-32.3|-4.2|13.5|28.8|48.4|55.6|39.9|35.1
2013|20|10.9|6.4|-29.7|-8|-25.2|0.1|17.2|36.9|69.6|52.9|35.6|34.3
2013|21|23.5|2.1|-11.4|-6.3|-28.5|-6.3|17.2|41.2|64.6|64.6|40.6|33.3
2013|22|7|1.9|-5.8|-7.8|-28.7|-15.5|29.1|36.7|52|68.2|39|29.8
2013|23|30.9|1.8|8.1|-14.8|-26.3|-12.8|29.8|32|58.8|61.5|40.3|31.5
2013|24|29.1|-7.1|3.9|-21.8|-20.6|-10.3|27.7|39.6|40.3|48.6|43.7|29.1
2013|25|31.5|8.4|-3.5|-17|-16.1|-5.3|11.7|37.9|37.2|51.1|43.5|31.6
2013|26|31.8|10|-6.5|-21.1|-15.3|-4.7|13.5|40.6|56.5|57.4|39.9|31.5
2013|27|33.6|-7.4|-17.3|-20.9|-11.9|-2.2|14.5|35.2|66.2|56.7|47.1|34
2013|28|30|1|-10.1|-24.9|-4.5|-5.4|22.5|34.2|64.9|71.1|55.9|32.9
2013|29|24.3|4.3|-18|-32.1||-0.2|21.6|40.5|56.1|56.8|44.1|30
2013|30|27.5|5.7|-8.1|-26||-0.8|7.9|37|48.7|59|38.1|29.1
2013|31|26.6||-4.5|-17.7||3.4||37.2||54|39.9|
2014|1|31.3|14.4|28|12.4|25.7|12|3.7|38.7|32.7|56.1|55.8|41
2014|2|30.6|14.5|28|6.3|25.5|18.1|4.3|43.9|37.9|45.9|44.4|42.1
2014|3|30.7|7.2|28|6.4|6.3|2.7|-3.8|34.3|45.9|55.9|42.1|38.8
2014|4|32.2|27|28.8|6.8|15.6|-20.6|-1.5|39|37|57.7|39.6|38.3
2014|5|30.4|23.2|19.6|7.5|26.8|-24|-3.5|28.6|41.4|52|41.2|41
2014|6|29.1|12.9|21.7|6.1|24.1|-20.6|-11.4|31.6|37.8|49.1|45.1|38.5
2014|7|29.7|13.3|38.7|5.4|10.9|-16.1|-11|29.7|38.8|47.8|43.9|52
2014|8|31.3|12.6|31.6|-17.7|-4.4|-17.3|-9.6|30.6|37|49.3|42.6|53.6
2014|9|31.5|37.2|16.3|-12.3|1|-27|-4.7|31.6|34.9|44.2|43|37.8
2014|10|31.8|37.9|0.1|-15.3|9.3|-28.1|4.6|37.9|38.1|50.5|45.3|37.8
2014|11|29.3|21.6|-8.1|-5.4|7.7|-10.3|5.7|37.6|39.4|50.5|47.8|39.7
2014|12|29.8|12.7|-12.6|-5.1|-22.2|-2|11.1|40.5|52.9|66|46|38.3
2014|13|32.2|26.4|-17.7|-18.9|-25.8|-1.5|18.7|35.6|51.4|55.8|41.9|37.6
2014|14|31.6|27.7|-28.1|-28.7|-23.3|2.8|33.4|37.9|51.1|50.5|40.8|38.3
2014|15|30|16|-9.8|-13.5|-29.6|5.2|34.7|38.8|38.7|56.7|41.5|39.4
2014|16|30.6|15.8|2.1|-38.2|-20.2|3.7|30|37.2|39.7|63.9|47.1|38.1
2014|17|36.5|16.9|-0.8|-18.6|-22|9.9|24.4|39.2|43.3|60.4|58.8|40.6
2014|18|39.7|5.7|-6|-9.9|-40.5|8.2|19.9|34.7|38.5|50.2|59.9|37.8
2014|19|33.4|6.6|-9.8|-10.8|-33.3|6.3|16.9|30.7|37.8|51.8|48|36.3
2014|20|30.7|6.6|-10.1|-2.6|-43.4|9.5|18.7|39.4|37|52.3|48.4|38.1
2014|21|32.9|1.6|0.9|0.3|-33.3|14.2|19|31.6|39.7|54.1|46.6|37.8
2014|22|26.1|10.6|1.9|0.7|-19.7|9.9|22.5|32.9|42.1|42.4|59.2|39
2014|23|26.6|6.3|-7.8|-0.2|-4.4|8.1|24.3|26.4|61.7|46.2|60.1|37
2014|24|23.4|5.5|-0.4|1|-7.1|2.8|23.9|27|67.5|45|51.3|37.2
2014|25|27.7|-0.9|-17|4.5|7.3|10|25.3|27.1|50.2|38.7|40.5|38.8
2014|26|27.1|6.4|-20.7|7|11.7|13.8|25.2|39.4|42.4|40.5|42.1|35.2
2014|27|28.8|-3.6|-19.1|5.4|5.7|11.1|27.9|30.9|37.4|41.4|55.2|37.6
2014|28|29.7|2.7|-11.6|7.5|14.5|8.4|12.2|35.1|54.9|44.6|57|36.9
2014|29|28.9|3.4|-8.3|16.9||14.5|31.3|34.5|61.3|46.4|41.4|39.6
2014|30|23.7|9.1|2.3|20.1||2.5|35.4|33.6|60.3|43.3|44.6|34.5
2014|31|19.9||8.8|7.9||5.4||32.9||47.7|46.8|
2015|1|38.1|13.6|-4.7|0.9|1|-11.4|4.3|25|36.9|59|51.4|42.1
2015|2|33.3|16.9|0.5|-6|16.9|2.8|8.8|28.6|35.1|66.4|58.6|
2015|3|30.4|17.1|3|-9.4|13.5|25.2|5.7|31.6|32.2|55.6|56.5|39.6
2015|4|31.6|13.1|-7.6|-14.1|-23.6|11.7|2.5|25.2|31.6|55||37.6
2015|5|30.9|18.3|5.5|14.2|-24.2|-2|5.4|26.1|35.2|59.2||39.4
2015|6|29.3|18.3|-4.4|11.7|-7.8|1.8|5.7|22.5|36.7|62.1||39.6
2015|7|29.8|9|-9.8|-12.6|-6|7|6.6|38.7|46.2|48.9||40.5
2015|8|28.4|1.8|-13.9|-0.8|-6|-1.3|11.7|39|53.4|44.1|50.4|37.4
2015|9|28|10.4|-13.9|10.6|-31.5|-9.4|15.3|41.7|54.1|43|50.5|33.6
2015|10|25.7|30.4|-15.3|11.1|-27.8|-20.2|18|33.4|64.2|41.9|41.7|34
2015|11|27.1|25.2|-8|-11.2|-21.3|-27.9|21.6|34.5|42.1|40.5|41.2|34.5
2015|12|27.9|35.8|-5.1|-14.8|-23.1|-31.9|11.5|38.5|52.2|41|48|37.6
2015|13|27.1|23.2|-7.6|-20.2|-22.2|-32.3|14.9|32.2|62.4|47.5|57.2|39.9
2015|14|30.9|24.3|-15.2|-11.4|-19.8|-27.8|8.2|31.8|62.1|51.6|58.8|35.8
2015|15|31.3|25|-7.2|-4.4|-11.6|-17|7.9|37.4|63.3|46.2|51.4|35.6
2015|16|28.4|24.8|-4.7|-2.6|-8|-3.6|7.9|45.9|60.6|46|39.4|32.7
2015|17|30.4|27.1|-5.1|-2.6|12.4|-1.1|9.7|59.2|61.5|57.7|36.7|31.6
2015|18|27|24.6|-5.4|-4.7|19|3.9|17.2|52.5|56.7|54.3|35.8|31.6
2015|19|30.4|24.4|3.7|-4.5|25.3|4.8|24.3|52.9|61.2|53.1|37.8|31.6
2015|20|30.6|21|8.1|-1.8|16.9|2.1|38.8|39.9|76.3|47.8|40.3|31.5
2015|21|29.7|16|6.3|-1.1|12|8.4|23.7|47.7|78.4|53.1|42.4|32.7
2015|22|28||5.5|-6.7|7.7|1.2|30.6|44.4|72|47.1|41.2|31.8
2015|23|23.9|11.5|5.7|-13|12|3.2|40.5|40.6|76.8|42.1|40.6|30.9
2015|24|22.1|1.9|4.3|-17.7|24.1|-6.5|29.1|36.9|73.9|46|42.6|37
2015|25|21|7.9|1.6|-20.9|19.2|-2.4|30.9|38.5|58.6|47.3|59.4|34
2015|26|29.7|2.7|1|-15.9|28.9|5|20.5|41.4|55|45.7|56.8|32.7
2015|27|21.9|-2.7|-6.9|-10.5|31.6|3.6|26.1|37.6|49.6|48.4|43.9|32.2
2015|28|26.2|3.6|21|-10.5|28.9|7|30.6|37.4|55.6|44.8|44.8|33.1
2015|29|25.3|5|16.5|-21.3||3.7|22.8|40.6|73.4|42.3|45.7|28
2015|30|21|-2.4|9.5|19.2||3.2|21|40.8|68|43.9|38.7|29.8
2015|31|16.5||2.7|20.3||5.7||34||67.1|37.4|
2016|1|30.9|15.4|-8.3|6.6|14.5|8.8|-12.3|30.4|32.5|49.5|61|42.6
2016|2|33.3|20.3|-11.7|14.7|3|10.2|-5.1|32|37|57.7|45.7|42.6
2016|3|36.7|22.5|-19.8|16|-3.6|10.9|0.1|30.9|38.5|52.7|39.9|47.7
2016|4|32.4|24.4|-15|17.4|-2.9|10.2|8.1|26.1|51.3|47.8|41.2|41.5
2016|5|29.5|22.8|-22.5|25.7|-11.9|3.9|13.6|22.5|45.5|52.5|46.8|39.4
2016|6|30|25.3|-20.6|23.4|-10.8|1.4|14.7|22.6|46.6|50.2|60.3|36.7
2016|7|28.9|23.4|-29.6|22.6|-7.2|2.8|14|25.3|46.2|56.1|61.3|39.4
2016|8|28|17.2|-22.5|-1.7|-4.7|3.4|14.7|29.1|39.7|51.8|52|48.6
2016|9|27.3|19.6|-31.9|10.6|0.7|0.1||33.1|36|54.1|44.2|44.2
2016|10|28|12.2|-16.1|9.9|7.5|-1.7|22.3|40.8|41.4|62.4|41.4|42.6
2016|11|27.3|19|-15.2|-5.4|2.5|2.8|21|43.5|65.7|58.1|42.4|36.7
2016|12|27.5|12.7|-3.3|-1.3|9.7|3|23.4|46.6|61|71.1|44.6|34.9
2016|13|28.9|1.9|-0.6|1|5.2|-7.4|19.6|45|54.1|82.9|45.7|34.3
2016|14|29.7|-9.8|4.5|-0.9|6.3|-11.6|17.4|36.7|42.3|79.3|48.7|35.8
2016|15|22.1|-3.8|6.1|6.3|4.1|-15.3|13.8|33.6|54|74.5|48.7|31.6
2016|16|29.8|4.3|2.8|6.1|0.9|-11.6|10.4|32.2|38.8|64.2|43|37.6
2016|17|31.5|1.6|6.8|1.2|0.7|-15.2|12.9|32.7|48.6|56.7|58.8|41.7
2016|18|30.4|-22.2|7.5|-14.8|1.9|-14.6|15.8|34.5|63.1|46.8|67.3|36.9
2016|19|29.5|-2|-0.9|-15.5|-2|-6.3|23.2|37.8|53.1|40.8|53.2|39.9
2016|20|26.1|1|4.5|-15|-5.6|0.3|24.4|35.6|48.9|47.5|52.9|53.4
2016|21|27.9|4.3|-0.2|-10.5|1.2|5.5|28|39.7|39|47.8|42.8|54
2016|22|28|0.9|-22.4|-9.6|5.4|3.9|27.7|36.9|44.8|40.6|42.3|40.6
2016|23|25.2|4.5|-24.3|-10.7|12.6|-0.2|20.5|41.4|55.8|40.1|41.2|38.8
2016|24|23.4|10.6|-19.8|-3.5|10.4|4.6|25.2|38.8|64.9|49.3|69.8|39.9
2016|25|23|20.8|-19.8|0.7|13.5|11.5|28.9|38.3|47.1|46|59|39.7
2016|26|23.5|19.9|-10.7|6.6|19.6|16.5|29.8|36.3|62.4|60.1|57|36.9
2016|27|22.3|13.5|-0.6|9.3|13.6|2.7|28.4|36.9|46.8|72.1|65.8|34.2
2016|28|21.2|9.9|-5.3|6.8|14.9|-7.4|34.2|36.3|74.5|60.1|54.1|40.3
2016|29|21.7|8.1|-3.5|10.2|10.2|-7.6|35.4|36.3|48.9|50.7|39.6|43
2016|30|17.2|4.3|-0.8|8.8||-10.1|30.9|41.2|43.7|50.5|55.8|43.7
2016|31|-0.8||6.1|18.1||-12.3||34.9||51.1|45.1|
2017|1|37.9|21.6|-18|37.8|19.6|-5.8|-0.8|19.8|44.8|49.3|65.8|41.2
2017|2|40.1|28.8|-1.5|36.3|27.3|-7.8|2.8|21.6|34.3|51.6|67.3|41.2
2017|3|39|24.4|-1.8|34.2|23.2|-2|4.5|21.4|33.3|52.9|48.4|54.7
2017|4|36|21.4|-15.7|24.4|4.5|-1.1|11.3|24.6|31.1|56.1|56.1|43.7
2017|5|36.3|16.3|-7.4|26.8|4.3|-16.4|18|28.9|32.4|58.6|63.1|43.5
2017|6|34.3|16.5|-9.9|12.7|7.2|-14.3|16.9|28.2|35.1|77.5|52.2|40.8
2017|7|34.3|24.1|-12.6|25.2|8.1|-12.5|15.6|29.5|34.3|64.8|64|41.5
2017|8|35.1|23.7|-22.7|25.9|-1.8|-9|10.8|35.2|35.2|64.2|58.5|38.1
2017|9|34.7|20.7|-7.1|16|-9.9|20.5|18.3|28.8|32.7|49.8|61.5|36.5
2017|10|35.4|24.4|-6.7|22.5|-14.8|24.1|20.1|30.6|36.9|47.1|55.4|37.9
2017|11|34.3|24.8|-9.6|25.3|-8.7|27.1|20.1|27.1|39.7|48.4|54.9|40.8
2017|12|34.9|22.8|11.8|-2.6|-16.2|7.9|16.5|28|35.4|49.5|43.3|46
2017|13|32.5|24.6|8.6|-9.6|-20.4|-7.2|21.2|30.7|36.3|59|39.9|62.1
2017|14|30.2|27|3.9|-9.2|-4.7|-4.4|15.6|32.2|35.6|75.7|39.2|55
2017|15|30.6|18.3|5.4|-9.8|-5.8|-14.4|13.5|37.2|36.9|56.3|45.9|51.4
2017|16|27.9|19|16.5|-17.1|-5.1|-18.6|17.8|32.9|38.5|51.1|50.4|42.6
2017|17|29.5|19.6|15.6|-13.9|-12.1|-14.8|21|29.8|38.7|56.3|46.8|38.1
2017|18|26.4|19.6|9.1|-24.5|-9.6|-9.6|20.7|38.8|45.7|60.8|52|41.5
2017|19|14.2|16|7.9|-40|-16.8|-18|20.1|34|42.3|70.3|43.5|37.9
2017|20|24.8|11.5|3.6|-27.6|-13.5|5.5|12|34.9|51.1|52|43.5|37.2
2017|21|27.3|13.5|1.6|-21.8|-13.2|7|15.3|29.3|64|49.5|48|37
2017|22|29.1|17.6|8.8|-26.9|-27.9|-0.9|11.7|32.9|58.8|54.7|48.7|37
2017|23|28.9|9|12.7|-20.9|-5.6|8.2|11.3|34.5|62.8|57.7|45.7|37
2017|24|18.9|6.4|4.6|-29.9|-0.2|7.9|15.1|38.7|65.5|57.7|45.3|37.4
2017|25|20.8|7.5|2.7|-11.6|-8.9|3.6|15.4|37.2|60.1|50.5|43.2|36.1
2017|26|24.6|4.6|-2.6|-3.1|-7.6|-2|10|46|51.4|47.5|41.5|35.8
2017|27|28.6|3.4|-14.1|6.3|-12.3|-3.8|8.4|51.3|42.6|54.1|43.3|38.5
2017|28|22.6|-1.7|-11.4|0.9|-18.8|-6.3|9.9|39|48.7|66.7|39.7|35.8
2017|29|30.6|-1.1|-2.9|12.7||-8.1|15.3|35.2|45.5|76.3|41.2|34
2017|30|30.6|-17.3|24.4|16.5||0.1|15.8|38.8|47.1|51.6|38.8|35.1
2017|31|29.8||24.4|27.9||3.2||37.8||74.5|37.6|
2018|1|40.8|30.6|5.2|8.6|4.3|-2.6|19.6|31.3|37.8|42.4|45|36.9
2018|2|36|35.2|11.7|9.9|5.4|13.8|9.3|19.8|32.5|60.3|37|45.7
2018|3|34.7|34|12.2|8.6|2.1|19.2|2.8|15.1|34.2|62.8|40.6|48.6
2018|4|34.3|31.6|9.3|9.1|4.6|20.8|8.1|14.4|34.2|54|43|53.4
2018|5|37.9|27|12.4|8.4|-3.8|18.9|2.5|17.4|34.5|48.7|45.3|51.8
2018|6|35.2|24.3|12.4|-6.5|-16.1|20.7|12.2|19.6|33.1|59.7|46.8|46
2018|7|34.2|30.4|11.7|-14.8|-1.7|14.7|7.7|26.4|34|61.9|44.8|35.8
2018|8|34|29.5|10.6|-3.6|10|8.4|16.3|28|32.9|39.6|42.4|49.3
2018|9|33.4|30.6|10.6|-6.2|12.6|8.1|20.5|25.3|36.1|44.4|45.1|45.9
2018|10|31.3|25.7|8.2|-11.2|11.1|6.6|22.3|29.7|35.4|43.9|42.6|41.7
2018|11|32.7|25.3|10|-4.7|23.5|1.9|10.9|31.1|36.7|44.8|46.6|37
2018|12|32.4|31.6|12.6|-0.4|25|1.8|10.9|38.7|39.9|60.4|48.7|49.3
2018|13|33.3|29.8|13.8|3.4|7.3|9.7|5.4|38.1|43|64.6|36|41.7
2018|14|30.6|18|13.5|26.1|14.7|10.2|8.6|32.2|35.2|72.3|47.5|38.1
2018|15|26.1|15.4|8.4|5.7|20.8|3.9|12|30.9|40.5|64.8|49.1|37.9
2018|16|22.8|16.9|7.5|7.5|20.8|1|16.9|28.4|39.6|54.9|50.4|36.5
2018|17|23.2|13.3|-2.4|26.1|16.3|-11.4|14.9|24.4|39.6|52.5|41|32.5
2018|18|25.2|10.6|1.2|16.5|11.3|-7.4|8.1|21.6|41.4|57.7|54|35.4
2018|19|18.1|8.1|22.1|0.9|23.7|0.3|13.3|26.6|35.4|47.8|57.9|38.3
2018|20|11.5|1.9|30.2|-15.9|32.9|3.4|0.5|28.6|40.3|56.7|48.7|50.2
2018|21|11.7|8.1|34.7|-30.8|28.2|-4.4|1.2|30.9|39.6|62.1|37.6|33.8
2018|22|15.3|15.4|24.1|-16.2|22.5|0.3|5.4|30|39.9|73|35.8|32.4
2018|23|14.5|20.5|18.9|-15.9|12.9|2.1|10.4|31.8|47.7|62.1|35.8|33.4
2018|24|10|21.9|6.4|-21.6|7|3|17.6|31.3|50.4|77.5|37.9|34.2
2018|25|22.6|10.8|3.9|-14.3|7.9|0.7|41.5|27|47.3|61.5|36.3|34.9
2018|26|28|-3.5|22.3|-8.9|3.7|3.4|37|27.1|39|54|36.7|33.4
2018|27|30|-2.2|19.2|-8.9|4.3|7|26.8|28|43.2|45|36.3|41.9
2018|28|32.5|11.7|11.7|14.4|-19.1|8.1|21.6|29.1|37.9|59.2|42.3|34.3
2018|29|25.5|12.6|7.5|13.5||12.4|19.6|30.6|39.6|65.3|46.8|34.3
2018|30|27.7|7.2|1.6|-2.2||23|40.8|32.7|38.8|75.9|35.6|38.8
2018|31|28.9||3.6|0.3||30.4||34.2||60.6|48.9|
2019|1|38.5|31.6|12|12.4|-11|8.1|19.6|31.3|34.3|60.6|55.8|43.5
2019|2|37.6|28.6|28.2|11.7|-8.1|13.6|5.5|27.9|36.1|61.7|59.4|51.1
2019|3|34.9|28.2|23.9|9.1|11.3|25.3|6.8|35.1|36.1|62.1|55.8|65.1
2019|4|34.2|18.1|24.3|-6.5|18|16|7.2|36.7|36|70|49.1|55.2
2019|5|34.3|15.4|12.6|-22.4|7.9|18|7.2|28.4|35.2|58.3|48.6|61.3
2019|6|33.4|31.5|10.2|-14.6|5.5|24.1|9|22.6|36|61.2|44.1|64.9
2019|7|40.8|30.9|-7.8|-10.8|31.1|21.4|2.7|21.9|41.5|68.4|44.2|56.1
2019|8|38.1|26.2|-1.1|-30.5|33.1|16.3|5.5|23.2|47.7|50.2|44.8|65.5
2019|9|37.6|24.3|-8.7|-34.8|25.2|14.4|1.8|26.4|40.1|57.6|44.4|61.3
2019|10|30.7|19.8|-9.8|-19.1|28.4|9.7|8.2|28.6|38.5|43.3|44.4|48.6
2019|11|30.7|16.2|-7.2|-20.9|31.6|-2.7|14.2|29.5|55.2|50.5|45.7|45.7
2019|12|30.4|14.5|-7.1|-24.3|29.1|-12.3|10.2|44.2|39|51.8|54.7|42.6
2019|13|30.7|3|-16.1|-12.6|-4.5|-12.8|11.8|38.5|39.6|61.5|57.6|39.7
2019|14|28.6|-11.4|-9|-9|-22.7|1.9|15.4|34.7|40.1|69.6|54.9|38.8
2019|15|28.4|-6.5|-20.9|0.7|-21.6|6.1|20.8|36.7|46.8|53.2|47.7|37.2
2019|16|30.4|11.5|-10.3|-2.6|12.7|11.7|19.2|36|55.9|67.3|44.8|38.5
2019|17|28.4|16|-3.8|3.6|9.1|17.1|17.8|35.2|36.1|50.7|46.6|38.1
2019|18|29.1|17.6|-1.5|1.2|15.3|23.4|10.6|34.5|47.8|62.1|46|39.6
2019|19|29.7|18.9|-3.5|3.2|8.2|7|7.5|32.7|48.2|49.6|44.2|41.7
